id,state,created_at,updated_at,price,quantity,payment_method,shipping_fee,member_email,member_contact,member_name
11da1081-f944-4e1b-b704-c21c23314c78,SHIPPED,2025-01-19 17:51:11,2025-01-21 17:51:11,12600,1,NAVERPAY,0,dianaseong31@gmail.com,010-2264-3003,성다해
9a499e3e-43ca-4dea-862b-fa446a037a54,SHIPPED,2025-02-01 03:07:26,2025-02-02 03:07:26,78750,1,NAVERPAY,0,majch98@gmail.com,010-9827-2429,마재창
90f82136-e4af-4378-9f65-37c1acfdee5a,CANCELED,2025-04-11 10:16:38,2025-04-18 10:16:38,162090,3,PAYCO,0,qnrntmvls@gmail.com,010-9874-3979,박지호
e63545ad-602a-4de8-b276-2cd7b4011e52,SHIPPED,2024-05-30 19:16:17,2024-05-31 19:16:17,48600,1,LPAY,0,qnrntmvls@gmail.com,010-2613-3435,박지호
fa4c7b2f-6993-419a-aaee-b36cf388d3b1,SHIPPED,2025-04-28 07:06:27,2025-05-02 07:06:27,183690,3,KAKAOPAY,0,qnrntmvls@gmail.com,010-5254-2459,박지호
e03f0b22-afba-4c78-ba1b-9b292c55be43,SHIPPED,2024-08-03 22:46:52,2024-08-10 22:46:52,30600,1,KAKAOPAY,0,qnrntmvls@gmail.com,010-5899-9458,박지호
37f0e0ca-d5d4-41e6-9208-46feda3603e4,SHIPPED,2024-10-15 04:42:58,2024-10-19 04:42:58,53280,1,KAKAOPAY,0,majch98@gmail.com,010-6681-6416,마재창
99f3730e-3fa1-4e16-a7f2-1c4928e09ba0,SHIPPED,2024-11-25 22:57:18,2024-11-28 22:57:18,103500,2,TOSSPAY,0,qnrntmvls@gmail.com,010-4942-6513,박지호
66cd1e2e-fdf7-41c1-ae3f-b24665a59c8a,SHIPPED,2025-02-28 18:05:46,2025-03-03 18:05:46,92700,3,NAVERPAY,0,majch98@gmail.com,010-3426-3902,마재창
3bec4608-8429-42f6-bda8-f71eca031247,SHIPPED,2024-11-21 23:07:38,2024-11-22 23:07:38,112500,2,CARD,0,dianaseong31@gmail.com,010-6682-2953,성다해
5d4e0880-52a3-4b12-bef9-aff0633d3467,CANCELED,2024-08-20 17:59:41,2024-08-21 17:59:41,95360,3,TMONEY,0,dianaseong31@gmail.com,010-8767-2514,성다해
35d7817f-899b-482b-94f3-5c3cbde22006,SHIPPED,2025-04-13 09:36:44,2025-04-16 09:36:44,74700,2,TOSSPAY,0,dianaseong31@gmail.com,010-9151-5934,성다해
7b9e0cc6-4519-4445-a019-0415fcfde7df,SHIPPED,2025-05-08 16:30:31,2025-05-12 16:30:31,119520,2,TOSSPAY,0,qnrntmvls@gmail.com,010-8237-4063,박지호
2d6ee473-29e5-48fc-9a09-25cb7f82c831,CANCELED,2024-05-22 09:29:42,2024-05-25 09:29:42,124740,3,TOSSPAY,0,qnrntmvls@gmail.com,010-8167-6898,박지호
56b94175-65aa-4452-8f9b-8d157da229ef,SHIPPED,2024-08-16 21:27:26,2024-08-17 21:27:26,238680,3,NAVERPAY,0,qnrntmvls@gmail.com,010-6833-7553,박지호
db07d160-240e-40f1-8c63-1070496044d7,SHIPPED,2024-08-22 11:58:02,2024-08-28 11:58:02,118800,2,CARD,0,majch98@gmail.com,010-7970-3424,마재창
34e80b18-951a-41b8-9ca1-f9c6873bf7eb,SHIPPED,2024-09-10 01:34:21,2024-09-15 01:34:21,39420,2,TMONEY,0,qnrntmvls@gmail.com,010-8730-3356,박지호
493caa41-9c5f-4e4c-ad53-3a86bc5f9746,SHIPPED,2024-12-14 11:09:14,2024-12-15 11:09:14,86400,1,TMONEY,0,dianaseong31@gmail.com,010-4811-8447,성다해
dc8d132c-15c4-4ee8-bc7b-28a75835c7da,SHIPPED,2025-01-19 20:57:53,2025-01-20 20:57:53,224460,2,PAYCO,0,dianaseong31@gmail.com,010-1174-4974,성다해
668d0847-8021-4075-bbb1-c9bb76c1f609,SHIPPED,2024-07-10 06:04:40,2024-07-10 06:04:40,15300,1,PAYCO,0,qnrntmvls@gmail.com,010-6049-7194,박지호
ac362408-0254-4ce0-8399-07c62cb9af78,SHIPPED,2024-06-18 11:20:07,2024-06-22 11:20:07,92700,3,KAKAOPAY,0,dianaseong31@gmail.com,010-6674-2816,성다해
33d99e3e-e902-4db8-a5cb-9314a4287e42,CANCELED,2025-03-05 23:50:35,2025-03-09 23:50:35,153000,2,SSGPAY,0,qnrntmvls@gmail.com,010-9809-7323,박지호
59e260ce-835c-451e-8122-2881eda06d91,SHIPPED,2025-03-03 20:45:38,2025-03-10 20:45:38,116280,2,TMONEY,0,dianaseong31@gmail.com,010-9631-1886,성다해
d3b677a6-2f34-4301-a09c-0c619195ea7b,SHIPPED,2024-09-30 07:10:57,2024-10-04 07:10:57,84000,1,CARD,0,dianaseong31@gmail.com,010-5502-1636,성다해
cad0ac2a-962a-41f1-aab6-680aa423a99a,FAILED,2024-07-09 10:58:40,2024-07-14 10:58:40,350100,3,LPAY,0,qnrntmvls@gmail.com,010-6577-7506,박지호
ff7eac2d-cd25-462b-b589-52e290bf031c,SHIPPED,2024-12-02 19:36:48,2024-12-03 19:36:48,142200,2,TMONEY,0,qnrntmvls@gmail.com,010-5829-3301,박지호
26dc7676-bbbb-4f7b-b8e9-8b807f71ae2f,SHIPPED,2024-06-08 07:44:37,2024-06-14 07:44:37,125820,2,NAVERPAY,0,qnrntmvls@gmail.com,010-4491-4302,박지호
f4b9cb92-98fd-42dc-920f-f3dfd22a947f,SHIPPED,2025-01-04 09:46:45,2025-01-04 09:46:45,39600,1,NAVERPAY,0,qnrntmvls@gmail.com,010-4535-5149,박지호
ecc54280-affa-4b4e-bb7c-f613625ace9f,FAILED,2025-01-14 10:45:20,2025-01-17 10:45:20,45900,1,TOSSPAY,0,dianaseong31@gmail.com,010-3262-1246,성다해
e7d68700-6389-48f2-9e63-c8c28611ef21,SHIPPED,2025-02-15 00:43:44,2025-02-19 00:43:44,258750,3,TOSSPAY,0,majch98@gmail.com,010-7709-8823,마재창
a0a95d92-8f0f-4989-87be-f1d0b755d8f9,SHIPPED,2025-03-04 09:53:51,2025-03-05 09:53:51,15120,1,PAYCO,0,dianaseong31@gmail.com,010-6306-4394,성다해
650aead1-a579-4134-a50a-7e302fce9a7d,SHIPPED,2024-06-19 22:08:07,2024-06-24 22:08:07,57060,2,KAKAOPAY,0,majch98@gmail.com,010-9322-5715,마재창
24ebf0e0-d490-40e6-a917-4ac3d258bc96,SHIPPED,2024-06-18 18:03:28,2024-06-21 18:03:28,133200,2,SSGPAY,0,majch98@gmail.com,010-7364-6325,마재창
14b35745-e1cd-40db-b340-5dd2a31c77b3,CANCELED,2025-06-17 02:36:16,2025-06-20 02:36:16,185400,2,KAKAOPAY,0,dianaseong31@gmail.com,010-3684-1708,성다해
3b57b97f-a097-45eb-9e1c-51129eee9777,FAILED,2024-08-30 14:12:25,2024-08-30 14:12:25,107100,2,EASYPAY,0,majch98@gmail.com,010-9388-2715,마재창
20a4330b-4d10-41be-a80a-1c86de077dd2,SHIPPED,2025-01-14 22:52:01,2025-01-20 22:52:01,22500,1,PAYCO,0,dianaseong31@gmail.com,010-9573-2223,성다해
4ae6f292-1634-4dfa-be2e-542bc1fcb3b2,SHIPPED,2025-04-21 21:35:49,2025-04-22 21:35:49,150300,3,KAKAOPAY,0,majch98@gmail.com,010-2213-3286,마재창
9878389a-bad9-4bd9-9cfb-791ead600b4a,SHIPPED,2024-07-09 02:33:37,2024-07-10 02:33:37,45900,1,TMONEY,0,qnrntmvls@gmail.com,010-2315-2252,박지호
4d151a20-f4f1-4d07-b578-0921ab8cf990,FAILED,2025-06-13 18:14:07,2025-06-14 18:14:07,154080,3,TMONEY,0,dianaseong31@gmail.com,010-8185-7686,성다해
d8d0ff49-5fda-4442-8f16-5516093b7991,SHIPPED,2025-05-21 22:34:51,2025-05-24 22:34:51,46440,2,TMONEY,0,dianaseong31@gmail.com,010-2517-8484,성다해
76fd657a-7d80-4da6-b2f4-f9d2407528a8,SHIPPED,2025-01-03 20:28:54,2025-01-07 20:28:54,144000,2,LPAY,0,qnrntmvls@gmail.com,010-3271-3550,박지호
4cfad989-17a6-4aae-80e8-8841106644be,CANCELED,2025-03-12 05:05:55,2025-03-18 05:05:55,7650,1,EASYPAY,0,qnrntmvls@gmail.com,010-5402-3032,박지호
b7b45a84-05a2-4b8d-bc28-2d7a4028d77b,CANCELED,2025-05-15 10:07:47,2025-05-20 10:07:47,98640,2,PAYCO,0,qnrntmvls@gmail.com,010-8271-5960,박지호
5c4d5243-fc18-4794-816f-15d61a2a11bc,SHIPPED,2025-04-24 10:53:04,2025-04-30 10:53:04,207900,3,LPAY,0,qnrntmvls@gmail.com,010-3351-6806,박지호
e00021ae-03d6-4aba-ba53-42231748568a,SHIPPED,2025-04-24 15:40:32,2025-04-29 15:40:32,139500,2,SAMSUNGPAY,0,dianaseong31@gmail.com,010-6151-6868,성다해
712c6603-d46e-4e64-9d0e-9a2babcc4e25,CANCELED,2024-10-12 09:07:47,2024-10-18 09:07:47,117900,3,KAKAOPAY,0,qnrntmvls@gmail.com,010-4455-2899,박지호
8b24ea81-a046-4a21-b33f-a38d7fc7e085,SHIPPED,2024-10-13 23:37:54,2024-10-19 23:37:54,45360,1,KAKAOPAY,0,qnrntmvls@gmail.com,010-4445-2908,박지호
f65df0c2-7d2d-4c1b-b56c-51f07ec2952f,SHIPPED,2024-07-14 23:22:05,2024-07-19 23:22:05,136260,3,LPAY,0,qnrntmvls@gmail.com,010-7408-9783,박지호
16e1f6f3-78a3-4099-a481-eccdd651c537,SHIPPED,2024-10-14 09:00:05,2024-10-21 09:00:05,50400,2,KAKAOPAY,0,qnrntmvls@gmail.com,010-4153-8381,박지호
8457db75-ebe4-4896-9137-b1d426ecf0b2,SHIPPED,2025-01-19 05:18:34,2025-01-22 05:18:34,32040,1,TMONEY,0,qnrntmvls@gmail.com,010-3056-9772,박지호
bdc17d45-6328-4ac0-a45d-edfb94526ffe,SHIPPED,2024-07-28 12:52:34,2024-07-29 12:52:34,24300,1,CARD,0,qnrntmvls@gmail.com,010-5311-1598,박지호
8961a155-765b-4132-ba13-61174d1bae96,CANCELED,2024-09-14 19:34:16,2024-09-17 19:34:16,178650,3,TMONEY,0,dianaseong31@gmail.com,010-5200-5863,성다해
5febb4ff-45d3-4664-bf6a-ead460ca86f3,SHIPPED,2024-08-06 10:00:55,2024-08-12 10:00:55,290700,3,SSGPAY,0,qnrntmvls@gmail.com,010-4453-7857,박지호
e84e8d1c-5140-4622-876a-21e81833d63a,PENDING,2024-11-01 08:33:00,2024-11-08 08:33:00,91800,2,NAVERPAY,0,dianaseong31@gmail.com,010-3818-3332,성다해
75065182-cb73-4b41-897f-e7ac7ad2aa86,CANCELED,2025-03-02 04:17:09,2025-03-03 04:17:09,170460,2,EASYPAY,0,qnrntmvls@gmail.com,010-4777-8535,박지호
a183f627-4d94-4a6c-87a1-ad55b53336dc,SHIPPED,2024-12-16 01:05:14,2024-12-18 01:05:14,119160,3,NAVERPAY,0,majch98@gmail.com,010-6127-2379,마재창
2b181b3c-af65-4f1c-ba16-a86d3b1a1265,PREPARE,2025-06-09 15:48:13,2025-06-10 15:48:13,127800,3,SAMSUNGPAY,0,dianaseong31@gmail.com,010-4675-4767,성다해
cf4b0f07-10be-4779-8ad7-6b634948804f,SHIPPED,2024-12-29 12:33:07,2024-12-30 12:33:07,301500,1,PAYCO,0,qnrntmvls@gmail.com,010-6530-4612,박지호
b21e23dd-9f7e-4c17-b6f1-92ab9c5321f9,SHIPPED,2024-12-25 15:59:09,2024-12-26 15:59:09,113760,2,SSGPAY,0,dianaseong31@gmail.com,010-5212-3279,성다해
38a0b57d-8594-4e78-ac15-23d351ab0a36,SHIPPED,2025-05-22 04:23:34,2025-05-24 04:23:34,150300,3,PAYCO,0,dianaseong31@gmail.com,010-5634-4106,성다해
722cb76d-00ea-4776-a952-e6c3103942ae,SHIPPED,2024-11-09 19:23:11,2024-11-15 19:23:11,82800,2,CARD,0,majch98@gmail.com,010-5571-4493,마재창
d534b89b-254c-4952-8bcc-48f731fa3b40,CANCELED,2025-01-01 02:41:20,2025-01-06 02:41:20,100800,2,EASYPAY,0,qnrntmvls@gmail.com,010-7854-1553,박지호
14c6ee90-3757-413e-818d-ca5e128e0491,PENDING,2024-08-24 04:58:25,2024-08-29 04:58:25,60000,1,SSGPAY,0,dianaseong31@gmail.com,010-9749-1672,성다해
641ffcd2-d055-4a34-8cac-10f06146d1d1,SHIPPED,2024-12-22 06:25:35,2024-12-26 06:25:35,331200,2,LPAY,0,majch98@gmail.com,010-4129-2367,마재창
0c4e189f-c13f-463b-bebc-e34adde5fff0,SHIPPED,2024-09-10 22:17:03,2024-09-13 22:17:03,40320,2,SSGPAY,0,qnrntmvls@gmail.com,010-3012-5433,박지호
8ad6bf91-1314-47c4-8658-a87abb0ebcdb,CANCELED,2025-03-26 18:57:49,2025-03-31 18:57:49,102600,2,SAMSUNGPAY,0,dianaseong31@gmail.com,010-1490-8230,성다해
af2f2074-6622-41ff-9410-044585b738eb,SHIPPED,2025-02-13 22:55:25,2025-02-20 22:55:25,63000,3,NAVERPAY,0,qnrntmvls@gmail.com,010-9679-1033,박지호
a81eb119-ee34-403a-8161-2428edbbfff4,SHIPPED,2025-04-20 05:53:41,2025-04-23 05:53:41,244800,3,CARD,0,majch98@gmail.com,010-8091-1331,마재창
13c605c3-ce28-4a31-af49-bcb32e0dd29f,SHIPPED,2025-04-26 00:58:16,2025-05-02 00:58:16,15300,1,KAKAOPAY,0,dianaseong31@gmail.com,010-4411-1766,성다해
5d924769-5fda-4745-8ea0-740343831ce6,SHIPPED,2024-09-10 19:08:39,2024-09-10 19:08:39,138600,2,TOSSPAY,0,qnrntmvls@gmail.com,010-2073-5522,박지호
583c5f7c-a251-4630-9c46-5a46bbc9cfe9,SHIPPED,2025-03-09 15:04:16,2025-03-12 15:04:16,100800,1,SSGPAY,0,dianaseong31@gmail.com,010-8768-6779,성다해
0106f17f-ab38-4ad1-8230-f99c65c7c7f0,SHIPPED,2024-12-18 02:23:56,2024-12-21 02:23:56,24300,1,SSGPAY,0,dianaseong31@gmail.com,010-1662-1453,성다해
2dc93f8d-73fa-493b-a87f-ba47a893467d,SHIPPED,2024-11-19 00:10:41,2024-11-22 00:10:41,146700,2,NAVERPAY,0,qnrntmvls@gmail.com,010-1116-1307,박지호
edb8151a-fa8a-4758-ba8c-aa60a250c8a4,SHIPPED,2025-01-22 09:43:49,2025-01-29 09:43:49,215100,3,TOSSPAY,0,qnrntmvls@gmail.com,010-4970-9168,박지호
4ae69093-7fe4-4577-9447-14fc3d7cbda1,SHIPPED,2024-08-30 00:03:08,2024-08-31 00:03:08,163800,3,SSGPAY,0,qnrntmvls@gmail.com,010-9635-5655,박지호
b9989cfd-17b5-4df0-a124-9a75fd63e8bc,SHIPPED,2025-01-03 20:41:07,2025-01-05 20:41:07,99000,1,TMONEY,0,qnrntmvls@gmail.com,010-5210-3379,박지호
4a7bf2cc-9255-471c-9019-f73140c0cd4f,SHIPPED,2024-05-23 09:21:47,2024-05-29 09:21:47,45000,1,LPAY,0,qnrntmvls@gmail.com,010-3171-6278,박지호
cc6e12ec-6d65-4d35-be73-aff679e3673b,SHIPPED,2024-11-24 14:32:28,2024-11-25 14:32:28,99000,1,SSGPAY,0,qnrntmvls@gmail.com,010-5952-9689,박지호
ee70939f-50df-4d92-b8f4-b6d64a995375,SHIPPED,2024-12-16 13:49:55,2024-12-21 13:49:55,34200,1,EASYPAY,0,dianaseong31@gmail.com,010-8351-6657,성다해
c238a749-2d88-4296-8458-9e54b7dbb339,CANCELED,2025-05-16 10:57:06,2025-05-19 10:57:06,64000,1,NAVERPAY,0,qnrntmvls@gmail.com,010-3492-2700,박지호
0598048d-31c5-480a-8312-6e0e6739930d,CANCELED,2025-01-18 05:20:30,2025-01-18 05:20:30,61650,2,LPAY,0,qnrntmvls@gmail.com,010-5582-3908,박지호
d495ca03-cf4d-4011-9dd7-8952db92044a,SHIPPING,2025-06-21 14:00:18,2025-06-24 14:00:18,59400,1,SAMSUNGPAY,0,majch98@gmail.com,010-7167-2770,마재창
05cc4874-8faa-4337-9bb2-106dc733fb61,SHIPPED,2024-12-09 11:46:08,2024-12-12 11:46:08,186750,2,SSGPAY,0,majch98@gmail.com,010-7831-4892,마재창
5cbbbad3-6213-4939-9a8a-0648032023b0,CANCELED,2024-06-29 10:45:24,2024-07-03 10:45:24,173550,3,PAYCO,0,qnrntmvls@gmail.com,010-4229-5866,박지호
1ac1a791-47ec-4323-950c-c9515164aeac,SHIPPED,2024-10-11 02:08:57,2024-10-14 02:08:57,22500,1,KAKAOPAY,0,dianaseong31@gmail.com,010-9292-1933,성다해
d132957e-11ba-4c3a-bb32-1d4757df0aca,SHIPPED,2024-11-14 11:01:17,2024-11-15 11:01:17,69840,2,LPAY,0,dianaseong31@gmail.com,010-7731-3223,성다해
