order_id,name,receiver,zipcode,address_main,address_sub,contact
db8710bd-5873-4cf5-bc3f-a87ee863618c,배송지1,성다해,68546,서울특별시 강남구 테헤란로 54길,587호,010-8952-3790
11da1081-f944-4e1b-b704-c21c23314c78,배송지3,성다해,90568,서울특별시 강남구 테헤란로 55길,951호,010-2264-3003
9a499e3e-43ca-4dea-862b-fa446a037a54,배송지2,마재창,99574,서울특별시 강남구 테헤란로 56길,400호,010-9827-2429
90f82136-e4af-4378-9f65-37c1acfdee5a,배송지3,박지호,29776,서울특별시 강남구 테헤란로 57길,125호,010-9874-3979
e63545ad-602a-4de8-b276-2cd7b4011e52,배송지1,박지호,43199,서울특별시 강남구 테헤란로 58길,794호,010-2613-3435
fa4c7b2f-6993-419a-aaee-b36cf388d3b1,배송지1,박지호,65111,서울특별시 강남구 테헤란로 59길,727호,010-5254-2459
e03f0b22-afba-4c78-ba1b-9b292c55be43,배송지3,박지호,94966,서울특별시 강남구 테헤란로 60길,617호,010-5899-9458
37f0e0ca-d5d4-41e6-9208-46feda3603e4,배송지1,마재창,53173,서울특별시 강남구 테헤란로 61길,948호,010-6681-6416
99f3730e-3fa1-4e16-a7f2-1c4928e09ba0,배송지2,박지호,32597,서울특별시 강남구 테헤란로 62길,456호,010-4942-6513
66cd1e2e-fdf7-41c1-ae3f-b24665a59c8a,배송지1,마재창,76925,서울특별시 강남구 테헤란로 63길,796호,010-3426-3902
3bec4608-8429-42f6-bda8-f71eca031247,배송지1,성다해,86942,서울특별시 강남구 테헤란로 64길,519호,010-6682-2953
5d4e0880-52a3-4b12-bef9-aff0633d3467,배송지3,성다해,42876,서울특별시 강남구 테헤란로 65길,944호,010-8767-2514
35d7817f-899b-482b-94f3-5c3cbde22006,배송지1,성다해,62869,서울특별시 강남구 테헤란로 66길,327호,010-9151-5934
7b9e0cc6-4519-4445-a019-0415fcfde7df,배송지3,박지호,52867,서울특별시 강남구 테헤란로 67길,781호,010-8237-4063
2d6ee473-29e5-48fc-9a09-25cb7f82c831,배송지2,박지호,94185,서울특별시 강남구 테헤란로 68길,725호,010-8167-6898
56b94175-65aa-4452-8f9b-8d157da229ef,배송지2,박지호,19417,서울특별시 강남구 테헤란로 69길,875호,010-6833-7553
db07d160-240e-40f1-8c63-1070496044d7,배송지4,마재창,26534,서울특별시 강남구 테헤란로 70길,418호,010-7970-3424
34e80b18-951a-41b8-9ca1-f9c6873bf7eb,배송지2,박지호,72948,서울특별시 강남구 테헤란로 71길,260호,010-8730-3356
493caa41-9c5f-4e4c-ad53-3a86bc5f9746,배송지2,성다해,60730,서울특별시 강남구 테헤란로 72길,254호,010-4811-8447
dc8d132c-15c4-4ee8-bc7b-28a75835c7da,배송지3,성다해,13782,서울특별시 강남구 테헤란로 73길,287호,010-1174-4974
668d0847-8021-4075-bbb1-c9bb76c1f609,배송지2,박지호,76672,서울특별시 강남구 테헤란로 74길,911호,010-6049-7194
ac362408-0254-4ce0-8399-07c62cb9af78,배송지3,성다해,42761,서울특별시 강남구 테헤란로 75길,356호,010-6674-2816
33d99e3e-e902-4db8-a5cb-9314a4287e42,배송지2,박지호,25609,서울특별시 강남구 테헤란로 76길,528호,010-9809-7323
59e260ce-835c-451e-8122-2881eda06d91,배송지4,성다해,67352,서울특별시 강남구 테헤란로 77길,167호,010-9631-1886
d3b677a6-2f34-4301-a09c-0c619195ea7b,배송지1,성다해,53213,서울특별시 강남구 테헤란로 78길,440호,010-5502-1636
cad0ac2a-962a-41f1-aab6-680aa423a99a,배송지1,박지호,55187,서울특별시 강남구 테헤란로 79길,547호,010-6577-7506
ff7eac2d-cd25-462b-b589-52e290bf031c,배송지4,박지호,39536,서울특별시 강남구 테헤란로 80길,950호,010-5829-3301
26dc7676-bbbb-4f7b-b8e9-8b807f71ae2f,배송지4,박지호,38316,서울특별시 강남구 테헤란로 81길,823호,010-4491-4302
f4b9cb92-98fd-42dc-920f-f3dfd22a947f,배송지1,박지호,61917,서울특별시 강남구 테헤란로 82길,286호,010-4535-5149
ecc54280-affa-4b4e-bb7c-f613625ace9f,배송지3,성다해,50164,서울특별시 강남구 테헤란로 83길,113호,010-3262-1246
e7d68700-6389-48f2-9e63-c8c28611ef21,배송지3,마재창,66252,서울특별시 강남구 테헤란로 84길,690호,010-7709-8823
a0a95d92-8f0f-4989-87be-f1d0b755d8f9,배송지3,성다해,61110,서울특별시 강남구 테헤란로 85길,113호,010-6306-4394
650aead1-a579-4134-a50a-7e302fce9a7d,배송지3,마재창,61873,서울특별시 강남구 테헤란로 86길,236호,010-9322-5715
24ebf0e0-d490-40e6-a917-4ac3d258bc96,배송지4,마재창,23996,서울특별시 강남구 테헤란로 87길,993호,010-7364-6325
14b35745-e1cd-40db-b340-5dd2a31c77b3,배송지1,성다해,55091,서울특별시 강남구 테헤란로 88길,629호,010-3684-1708
3b57b97f-a097-45eb-9e1c-51129eee9777,배송지3,마재창,17594,서울특별시 강남구 테헤란로 89길,516호,010-9388-2715
20a4330b-4d10-41be-a80a-1c86de077dd2,배송지4,성다해,87167,서울특별시 강남구 테헤란로 90길,484호,010-9573-2223
4ae6f292-1634-4dfa-be2e-542bc1fcb3b2,배송지3,마재창,88223,서울특별시 강남구 테헤란로 91길,534호,010-2213-3286
9878389a-bad9-4bd9-9cfb-791ead600b4a,배송지2,박지호,93833,서울특별시 강남구 테헤란로 92길,292호,010-2315-2252
4d151a20-f4f1-4d07-b578-0921ab8cf990,배송지4,성다해,56934,서울특별시 강남구 테헤란로 93길,603호,010-8185-7686
d8d0ff49-5fda-4442-8f16-5516093b7991,배송지4,성다해,10142,서울특별시 강남구 테헤란로 94길,615호,010-2517-8484
76fd657a-7d80-4da6-b2f4-f9d2407528a8,배송지4,박지호,72092,서울특별시 강남구 테헤란로 95길,511호,010-3271-3550
4cfad989-17a6-4aae-80e8-8841106644be,배송지4,박지호,29927,서울특별시 강남구 테헤란로 96길,302호,010-5402-3032
b7b45a84-05a2-4b8d-bc28-2d7a4028d77b,배송지2,박지호,95397,서울특별시 강남구 테헤란로 97길,802호,010-8271-5960
5c4d5243-fc18-4794-816f-15d61a2a11bc,배송지2,박지호,57643,서울특별시 강남구 테헤란로 98길,703호,010-3351-6806
e00021ae-03d6-4aba-ba53-42231748568a,배송지2,성다해,46391,서울특별시 강남구 테헤란로 99길,740호,010-6151-6868
712c6603-d46e-4e64-9d0e-9a2babcc4e25,배송지3,박지호,81947,서울특별시 강남구 테헤란로 100길,808호,010-4455-2899
8b24ea81-a046-4a21-b33f-a38d7fc7e085,배송지2,박지호,85238,서울특별시 강남구 테헤란로 101길,833호,010-4445-2908
f65df0c2-7d2d-4c1b-b56c-51f07ec2952f,배송지2,박지호,35332,서울특별시 강남구 테헤란로 102길,723호,010-7408-9783
16e1f6f3-78a3-4099-a481-eccdd651c537,배송지4,박지호,99278,서울특별시 강남구 테헤란로 103길,414호,010-4153-8381
8457db75-ebe4-4896-9137-b1d426ecf0b2,배송지2,박지호,27218,서울특별시 강남구 테헤란로 104길,243호,010-3056-9772
bdc17d45-6328-4ac0-a45d-edfb94526ffe,배송지4,박지호,98610,서울특별시 강남구 테헤란로 105길,988호,010-5311-1598
8961a155-765b-4132-ba13-61174d1bae96,배송지3,성다해,75298,서울특별시 강남구 테헤란로 106길,854호,010-5200-5863
5febb4ff-45d3-4664-bf6a-ead460ca86f3,배송지1,박지호,82080,서울특별시 강남구 테헤란로 107길,624호,010-4453-7857
e84e8d1c-5140-4622-876a-21e81833d63a,배송지4,성다해,62897,서울특별시 강남구 테헤란로 108길,679호,010-3818-3332
75065182-cb73-4b41-897f-e7ac7ad2aa86,배송지3,박지호,31222,서울특별시 강남구 테헤란로 109길,504호,010-4777-8535
a183f627-4d94-4a6c-87a1-ad55b53336dc,배송지2,마재창,41773,서울특별시 강남구 테헤란로 110길,637호,010-6127-2379
2b181b3c-af65-4f1c-ba16-a86d3b1a1265,배송지4,성다해,63211,서울특별시 강남구 테헤란로 111길,182호,010-4675-4767
cf4b0f07-10be-4779-8ad7-6b634948804f,배송지2,박지호,68007,서울특별시 강남구 테헤란로 112길,957호,010-6530-4612
b21e23dd-9f7e-4c17-b6f1-92ab9c5321f9,배송지4,성다해,53984,서울특별시 강남구 테헤란로 113길,177호,010-5212-3279
38a0b57d-8594-4e78-ac15-23d351ab0a36,배송지4,성다해,86035,서울특별시 강남구 테헤란로 114길,681호,010-5634-4106
722cb76d-00ea-4776-a952-e6c3103942ae,배송지2,마재창,50761,서울특별시 강남구 테헤란로 115길,573호,010-5571-4493
d534b89b-254c-4952-8bcc-48f731fa3b40,배송지3,박지호,74327,서울특별시 강남구 테헤란로 116길,770호,010-7854-1553
14c6ee90-3757-413e-818d-ca5e128e0491,배송지2,성다해,37014,서울특별시 강남구 테헤란로 117길,306호,010-9749-1672
641ffcd2-d055-4a34-8cac-10f06146d1d1,배송지2,마재창,53567,서울특별시 강남구 테헤란로 118길,987호,010-4129-2367
0c4e189f-c13f-463b-bebc-e34adde5fff0,배송지3,박지호,61530,서울특별시 강남구 테헤란로 119길,650호,010-3012-5433
8ad6bf91-1314-47c4-8658-a87abb0ebcdb,배송지4,성다해,92863,서울특별시 강남구 테헤란로 120길,356호,010-1490-8230
af2f2074-6622-41ff-9410-044585b738eb,배송지4,박지호,97428,서울특별시 강남구 테헤란로 121길,168호,010-9679-1033
a81eb119-ee34-403a-8161-2428edbbfff4,배송지2,마재창,57317,서울특별시 강남구 테헤란로 122길,313호,010-8091-1331
13c605c3-ce28-4a31-af49-bcb32e0dd29f,배송지4,성다해,43993,서울특별시 강남구 테헤란로 123길,703호,010-4411-1766
5d924769-5fda-4745-8ea0-740343831ce6,배송지4,박지호,32485,서울특별시 강남구 테헤란로 124길,301호,010-2073-5522
583c5f7c-a251-4630-9c46-5a46bbc9cfe9,배송지3,성다해,90218,서울특별시 강남구 테헤란로 125길,375호,010-8768-6779
0106f17f-ab38-4ad1-8230-f99c65c7c7f0,배송지1,성다해,56411,서울특별시 강남구 테헤란로 126길,691호,010-1662-1453
2dc93f8d-73fa-493b-a87f-ba47a893467d,배송지3,박지호,87610,서울특별시 강남구 테헤란로 127길,345호,010-1116-1307
edb8151a-fa8a-4758-ba8c-aa60a250c8a4,배송지1,박지호,59523,서울특별시 강남구 테헤란로 128길,579호,010-4970-9168
4ae69093-7fe4-4577-9447-14fc3d7cbda1,배송지4,박지호,24840,서울특별시 강남구 테헤란로 129길,261호,010-9635-5655
b9989cfd-17b5-4df0-a124-9a75fd63e8bc,배송지4,박지호,74651,서울특별시 강남구 테헤란로 130길,232호,010-5210-3379
4a7bf2cc-9255-471c-9019-f73140c0cd4f,배송지1,박지호,23226,서울특별시 강남구 테헤란로 131길,993호,010-3171-6278
cc6e12ec-6d65-4d35-be73-aff679e3673b,배송지3,박지호,84286,서울특별시 강남구 테헤란로 132길,931호,010-5952-9689
ee70939f-50df-4d92-b8f4-b6d64a995375,배송지4,성다해,40688,서울특별시 강남구 테헤란로 133길,503호,010-8351-6657
c238a749-2d88-4296-8458-9e54b7dbb339,배송지3,박지호,78625,서울특별시 강남구 테헤란로 134길,423호,010-3492-2700
0598048d-31c5-480a-8312-6e0e6739930d,배송지1,박지호,98552,서울특별시 강남구 테헤란로 135길,676호,010-5582-3908
d495ca03-cf4d-4011-9dd7-8952db92044a,배송지1,마재창,93720,서울특별시 강남구 테헤란로 136길,174호,010-7167-2770
05cc4874-8faa-4337-9bb2-106dc733fb61,배송지3,마재창,48408,서울특별시 강남구 테헤란로 137길,780호,010-7831-4892
5cbbbad3-6213-4939-9a8a-0648032023b0,배송지3,박지호,41367,서울특별시 강남구 테헤란로 138길,701호,010-4229-5866
1ac1a791-47ec-4323-950c-c9515164aeac,배송지2,성다해,87834,서울특별시 강남구 테헤란로 139길,627호,010-9292-1933
d132957e-11ba-4c3a-bb32-1d4757df0aca,배송지1,성다해,21499,서울특별시 강남구 테헤란로 140길,612호,010-7731-3223
1d2e52b6-82ad-466b-b8e2-6f464db96ec2,배송지2,성다해,98147,서울특별시 강남구 테헤란로 141길,107호,010-9100-5747
7b66d6da-4c79-4913-93b1-b3041c011bef,배송지1,마재창,83827,서울특별시 강남구 테헤란로 142길,260호,010-5834-9032
8c8cf9ab-eaad-44cc-9395-d8703e94729a,배송지1,마재창,80562,서울특별시 강남구 테헤란로 143길,964호,010-9440-7040
593d2fa0-67f0-492a-b9ab-62e891d23824,배송지2,박지호,27483,서울특별시 강남구 테헤란로 144길,408호,010-8674-4347
635ec861-d98a-49d8-b117-814011d87a10,배송지3,박지호,63647,서울특별시 강남구 테헤란로 145길,163호,010-1562-7179
93af0c19-4c57-44ed-8558-f3b910378561,배송지2,성다해,68546,서울특별시 강남구 테헤란로 146길,912호,010-2943-8201
9a034e59-e66d-4a0b-80a0-5236bd07d11e,배송지2,성다해,56064,서울특별시 강남구 테헤란로 147길,723호,010-3986-1090
b387ce70-1d0f-4d4b-ac7c-c8f14d7b88c8,배송지2,성다해,95023,서울특별시 강남구 테헤란로 148길,662호,010-7135-4409
910d6d4b-1488-48dd-81dc-99f3ec80cf77,배송지2,마재창,14891,서울특별시 강남구 테헤란로 149길,124호,010-7119-4739
8fa3abff-b1da-44d0-bd1a-6115bc116da6,배송지4,성다해,27394,서울특별시 강남구 테헤란로 150길,392호,010-4149-2654
8a2f4836-e391-4f88-b7bd-c75c81ad9753,배송지3,마재창,30252,서울특별시 강남구 테헤란로 151길,672호,010-5040-7347
88d1f67c-39ce-4d01-9b96-fa487849651b,배송지3,성다해,58315,서울특별시 강남구 테헤란로 152길,894호,010-1462-3451
c4d810c7-6cd8-4e1c-8714-b8b236e41b0f,배송지4,박지호,72555,서울특별시 강남구 테헤란로 153길,323호,010-4438-7108
8ae7114f-277a-4a61-bfd9-484b1bb96c12,배송지4,성다해,94223,서울특별시 강남구 테헤란로 154길,708호,010-8811-6893
74d9cc92-adb2-47d9-ab2f-75fa881742fd,배송지4,박지호,97108,서울특별시 강남구 테헤란로 155길,855호,010-4594-6539
a6cc940f-cf44-4559-9256-f43ca702de85,배송지1,성다해,33289,서울특별시 강남구 테헤란로 156길,529호,010-6559-3851
56c63510-4307-4a3e-b6c3-aad2e6892871,배송지1,마재창,77955,서울특별시 강남구 테헤란로 157길,926호,010-4443-4352
f326b1f2-36a7-4de8-bc90-f6f7d88d6ee4,배송지3,박지호,57672,서울특별시 강남구 테헤란로 158길,868호,010-2192-2581
abc2cbe1-db17-4589-86eb-0fa4595822cc,배송지4,성다해,43748,서울특별시 강남구 테헤란로 159길,688호,010-5792-4447
a6f2f178-13ad-4bc6-afad-4eb43c40beaa,배송지2,성다해,92677,서울특별시 강남구 테헤란로 160길,146호,010-7453-8841
6d856047-550e-4595-ab9f-585aa9e5094e,배송지4,마재창,90779,서울특별시 강남구 테헤란로 161길,442호,010-4356-7186
91b743bf-5afd-42a5-bb0a-39b5fa687fc8,배송지1,마재창,70374,서울특별시 강남구 테헤란로 162길,137호,010-3346-2552
3b9d6c78-f833-420f-83db-ea1139af017a,배송지4,박지호,53455,서울특별시 강남구 테헤란로 163길,121호,010-1553-7352
a91b1d6b-1795-4618-8037-b9316dfa7293,배송지4,마재창,77738,서울특별시 강남구 테헤란로 164길,172호,010-1404-2529
60050b76-8306-4f31-8cf9-12e22a552254,배송지3,성다해,12231,서울특별시 강남구 테헤란로 165길,925호,010-6515-5526
21e1a761-6522-4a5e-ba96-a0984c7a0733,배송지3,마재창,43732,서울특별시 강남구 테헤란로 166길,422호,010-1703-4595
5aa81f74-e097-43b7-a799-8346fcca54c1,배송지2,마재창,34763,서울특별시 강남구 테헤란로 167길,464호,010-6424-9846
1e63533f-26a4-429e-8430-fe5bcbd3f90f,배송지1,마재창,84218,서울특별시 강남구 테헤란로 168길,885호,010-9395-2298
8260caf3-1443-4112-8d0b-ddb2b3493074,배송지4,마재창,10510,서울특별시 강남구 테헤란로 169길,534호,010-2543-2665
cac25e63-341d-40ef-929a-9cbe004b8a03,배송지3,박지호,64887,서울특별시 강남구 테헤란로 170길,636호,010-5501-2137
48b65735-7c06-4597-9cf9-be90989f438b,배송지2,박지호,73238,서울특별시 강남구 테헤란로 171길,668호,010-7680-9469
8150e2c1-9616-4ba9-b550-74c36a2b9359,배송지4,성다해,15209,서울특별시 강남구 테헤란로 172길,773호,010-8798-4694
c68f31c5-ea4b-45e2-9c8c-5d83fb844bf7,배송지4,박지호,56255,서울특별시 강남구 테헤란로 173길,977호,010-3532-2672
f3bc797b-eda9-4c28-b4e8-fb606f171759,배송지1,박지호,41477,서울특별시 강남구 테헤란로 174길,575호,010-2560-2217
65965a00-c057-41d9-9dd8-97abd255dcb9,배송지1,성다해,66813,서울특별시 강남구 테헤란로 175길,478호,010-9672-6933
fde4ad35-e9aa-4ee5-a94e-9d260e7f4b55,배송지1,성다해,25297,서울특별시 강남구 테헤란로 176길,886호,010-8110-7759
2824a611-5244-47c4-a52b-50118df0fce4,배송지1,마재창,27596,서울특별시 강남구 테헤란로 177길,990호,010-7214-2022
5a75f100-ac76-486d-95b0-9b6eb94de3c6,배송지4,박지호,73028,서울특별시 강남구 테헤란로 178길,130호,010-8240-4095
320d8b63-fd58-45c9-a608-6fb7a70399af,배송지3,마재창,33597,서울특별시 강남구 테헤란로 179길,365호,010-9418-8570
ace3c28b-5b47-4411-bf48-831773f1a55f,배송지3,마재창,61244,서울특별시 강남구 테헤란로 180길,813호,010-3495-2454
d9c83878-00da-4b80-bb04-52c19bc35b27,배송지2,마재창,79145,서울특별시 강남구 테헤란로 181길,920호,010-1398-6699
49903f17-ec37-4d6c-811e-3be2f375eb33,배송지1,마재창,70304,서울특별시 강남구 테헤란로 182길,733호,010-5375-7994
3d7aa476-9708-4acc-93be-c96fcb9bb73a,배송지4,마재창,58319,서울특별시 강남구 테헤란로 183길,964호,010-1048-7021
6501ecb3-b494-4c44-8aac-36512e65e516,배송지2,성다해,83146,서울특별시 강남구 테헤란로 184길,598호,010-9033-3472
0920a71e-eaf2-4478-ad27-92db4a836938,배송지1,마재창,33799,서울특별시 강남구 테헤란로 185길,524호,010-3197-4690
d374ac08-e792-4c29-a10f-ac2569738e38,배송지1,마재창,77445,서울특별시 강남구 테헤란로 186길,174호,010-2293-6534
45e4480f-0001-4e32-a706-0a7c658a9330,배송지4,성다해,69725,서울특별시 강남구 테헤란로 187길,175호,010-9504-4134
99f5ff02-cedf-451a-8578-c8d7c6f8e10a,배송지2,박지호,32596,서울특별시 강남구 테헤란로 188길,473호,010-4412-5376
e2643cb8-4b62-4c8e-89c0-65a3cfacfab9,배송지2,성다해,72196,서울특별시 강남구 테헤란로 189길,410호,010-9735-5965
65d8d676-1471-469b-bb9d-7f28969da652,배송지4,박지호,55113,서울특별시 강남구 테헤란로 190길,952호,010-1823-8643
a14fc01e-df30-453e-bb4b-449461151762,배송지2,성다해,84943,서울특별시 강남구 테헤란로 191길,849호,010-2829-3324
5bade2c8-6971-4851-9ac1-f28d6bba8932,배송지3,마재창,36137,서울특별시 강남구 테헤란로 192길,108호,010-5908-5756
74d3c2f5-2fbb-4949-ab69-15f56644c6ac,배송지1,마재창,73046,서울특별시 강남구 테헤란로 193길,828호,010-6861-9857
6f4aff95-c51a-4c3e-b912-4af56b3cd6a4,배송지3,성다해,85307,서울특별시 강남구 테헤란로 194길,365호,010-8662-1644
2b85f1fe-b6c5-4b55-9faf-d7c726a34c1c,배송지4,박지호,32029,서울특별시 강남구 테헤란로 195길,927호,010-7988-6253
0e01188a-730d-42fb-b37b-d728e55fdde1,배송지3,마재창,11626,서울특별시 강남구 테헤란로 196길,223호,010-1409-9272
f9d7bb49-2fbc-464f-bc57-05c6569f168a,배송지4,마재창,19308,서울특별시 강남구 테헤란로 197길,972호,010-9466-3862
05f3af48-b069-4164-9e33-4f03ba335258,배송지3,박지호,63417,서울특별시 강남구 테헤란로 198길,626호,010-3916-6499
9a564e6b-88bd-4543-9a44-f620ed9be34b,배송지2,성다해,52849,서울특별시 강남구 테헤란로 199길,326호,010-8464-3410
2e853815-6153-47c6-bfc4-ba55d3c9cfff,배송지4,성다해,80601,서울특별시 강남구 테헤란로 200길,995호,010-5943-1205
